name,salary_from,salary_to,salary_currency,area_name,published_at
Руководитель ИТ-проектов,,,,Москва,2022-12-18T14:46:26+0300
Менеджер объекта,,,,Ефремов,2022-12-18T14:39:15+0300
"Менеджер проектов (Техлид, Менеджер продукта)",80000,100000,RUR,Новосибирск,2022-12-18T14:27:06+0300
Администратор 1C,,70000,RUR,Москва,2022-12-18T14:53:49+0300
Программист 1С,200000,,RUR,Москва,2022-12-18T14:41:59+0300
Product manager,,,,Алматы,2022-12-18T14:47:36+0300
Литературный редактор,,,,Москва,2022-12-18T14:19:44+0300
Инженер по обслуживанию слаботочных систем,85000,,RUR,Москва,2022-12-18T14:10:12+0300
Сервисный инженер,50000,90000,RUR,Владимир,2022-12-18T14:44:22+0300
Специалист по бизнес-процессам,1450,1770,BYR,Минск,2022-12-18T14:46:07+0300
Ведущий дизайнер интерьеров,100000,,RUR,Москва,2022-12-18T14:21:57+0300
Консультант 1C в аккредитованную it компанию,50000,,RUR,Пермь,2022-12-18T14:09:53+0300
Разработчик Webview приложений,2000,3000,USD,Москва,2022-12-18T14:21:31+0300
Веб-разработчик,100000,140000,RUR,Ногинск,2022-12-18T14:06:31+0300
Специалист по ремонту телеметрического оборудования,23500,85000,RUR,Сергиевск,2022-12-18T14:41:38+0300
Менеджер e-commerce,100000,,RUR,Москва,2022-12-18T14:16:18+0300
Java разработчик,,,,Москва,2022-12-18T14:32:24+0300
Оператор-наладчик металлообрабатывающих станков с ЧПУ,40000,,RUR,Ижевск,2022-12-18T14:26:18+0300
Middle Python developer,120000,200000,RUR,Ярославль,2022-12-18T14:50:39+0300
Gamedev Художник-дизайнер,,90000,RUR,Санкт-Петербург,2022-12-18T14:56:29+0300
Наладчик технологического оборудования,,70000,RUR,Пушкино (Московская область),2022-12-18T14:12:01+0300
Сервис - менеджер / Специалист по сервису (Менеджер технической поддержки),80000,,RUR,Санкт-Петербург,2022-12-18T14:27:12+0300
Программист 1С,130000,,RUR,Москва,2022-12-18T14:43:32+0300
Инженер-электронщик (схемотехник),,160000,RUR,Москва,2022-12-18T14:09:01+0300
"PHP Developer / Разработчик PHP (Middle, Удаленно)",,,,Москва,2022-12-18T14:42:39+0300
Установщик дополнительного оборудования / Монтажник систем мониторинга,100000,,RUR,Иркутск,2022-12-18T14:12:06+0300
Product manager (Счета и платежи Тинькофф Бизнес),,,,Москва,2022-12-18T14:26:58+0300
Ученик по ремонту техники (телевизоры),,,,Алматы,2022-12-18T14:29:19+0300
Инженер по техническому обслуживанию,,,,Алматы,2022-12-18T14:58:27+0300
Слесарь КИПиА газовых котельных,80000,80000,RUR,Москва,2022-12-18T14:43:51+0300
Системный администратор,,,,Москва,2022-12-18T14:55:57+0300
Менеджер проектов (контактный центр),95000,,RUR,Санкт-Петербург,2022-12-18T14:09:40+0300
Компьютерный мастер,70000,,RUR,Воронеж,2022-12-18T14:32:37+0300
Оператор станков с ПУ,65000,,RUR,Екатеринбург,2022-12-18T14:00:35+0300
Оператор станков с ЧПУ,90000,90000,RUR,Королев,2022-12-18T14:59:22+0300
Механик по грузовому транспорту/Слесарь-механик,70000,,RUR,Нижний Новгород,2022-12-18T14:37:25+0300
Электроник,56000,66000,RUR,Санкт-Петербург,2022-12-18T14:23:48+0300
Сервисный инженер,60000,100000,RUR,Балашиха,2022-12-18T14:42:00+0300
Оператор плазменной резки ЧПУ,40000,60000,RUR,Шахты,2022-12-18T14:28:47+0300
Инженер по ремонту оргтехники,40000,,RUR,Астрахань,2022-12-18T14:41:51+0300
Project manager (Programmatic)/Product Owner,150000,300000,RUR,Москва,2022-12-18T14:14:04+0300
Руководитель отдела разработки/ tech lead (C#),,,,Санкт-Петербург,2022-12-18T14:45:07+0300
Middle Data Engineer,140000,180000,RUR,Москва,2022-12-18T14:58:58+0300
Системный аналитик (удаленная работа),,,,Москва,2022-12-18T14:03:57+0300
Account Manager,150000,,RUR,Пермь,2022-12-18T14:10:03+0300
Инженер DevOps,2900,4000,EUR,Сербия,2022-12-18T14:28:48+0300
Сервисный инженер,80000,,RUR,Москва,2022-12-18T14:57:50+0300
Chief technical officer/CTO стартапа (inLocal.Job),,,,ОАЭ,2022-12-18T14:11:01+0300
Токарь-универсал,,,,Алматы,2022-12-18T14:11:46+0300
Специалист по информационной безопасности,300000,,KZT,Астана,2022-12-18T14:24:29+0300
Преподаватель литературы (на английском языке),,,,Москва,2022-12-18T14:17:21+0300
Оператор станка с ЧПУ,80000,,RUR,Москва,2022-12-18T14:27:46+0300
Оператор листогибочного гидравлического пресса,,45000,RUR,Богданович,2022-12-18T14:15:28+0300
Редактор блога,,,,Москва,2022-12-18T14:32:33+0300
Системный аналитик,,,,Москва,2022-12-18T14:29:39+0300
Сервисный инженер,35000,100000,RUR,Киров (Кировская область),2022-12-18T14:27:47+0300
Специалист по размещению\менеджер в отдел приема и размещения SERM (удаленно),15000,,RUR,Москва,2022-12-18T14:20:41+0300
Программист 1C,180000,220000,RUR,Москва,2022-12-18T14:03:25+0300
Механик автоколонны,50000,,RUR,Липецк,2022-12-18T14:44:14+0300
Регулировщик радиоэлектронной аппаратуры и приборов,60000,,RUR,Королев,2022-12-18T14:59:17+0300
Старший контент-редактор,,,,Санкт-Петербург,2022-12-18T14:27:47+0300
Системный аналитик,,,,Москва,2022-12-18T14:27:53+0300
Аналитик SQL в коллекшен,,,,Москва,2022-12-18T14:59:14+0300
Руководитель интернет-проекта,,,,Екатеринбург,2022-12-18T14:03:56+0300
Senior DevOps Engineer,,,,Тбилиси,2022-12-18T14:58:25+0300
Экономист в 1С/Специалист 1 С,,1050,BYR,Минск,2022-12-18T14:43:41+0300
Ученик мастера по ремонту бытовой техники,75000,,RUR,Санкт-Петербург,2022-12-18T14:34:51+0300
Дизайнер / Web-дизайнер,,,,Москва,2022-12-18T14:23:47+0300
Механик,47000,50000,RUR,Ярославль,2022-12-18T14:41:46+0300
Системный администратор,90000,,RUR,Москва,2022-12-18T14:41:49+0300
Оператор вырубного пресса,70000,80000,RUR,Подольск (Московская область),2022-12-18T14:31:15+0300
Системный администратор/специалист по защите информации,45000,45000,RUR,Краснодар,2022-12-18T14:58:35+0300
Инженер-программист,2500,,BYR,Орша,2022-12-18T14:21:05+0300
Сервисный инженер,60000,100000,RUR,Красногорск,2022-12-18T14:42:00+0300
Координатор проекта,,,,Нижний Новгород,2022-12-18T14:18:58+0300
Бизнес-Аналитик (Логистика),,,,Москва,2022-12-18T14:17:51+0300
"Senior Backend Engineer (Remote, to Canada/USA)",5000,8000,USD,Москва,2022-12-18T14:54:30+0300
Инженер-электрик,70000,110000,RUR,Москва,2022-12-18T14:12:37+0300
PHP-разработчик,,250000,RUR,Москва,2022-12-18T14:58:51+0300
Системный администратор,50000,,RUR,Воронеж,2022-12-18T14:49:27+0300
Ведущий эксперт отдела мониторинга информационной безопасности,,,,Москва,2022-12-18T14:58:00+0300
Технолог вязального экспериментального цеха,80000,120000,RUR,Волгоград,2022-12-18T14:49:07+0300
Ведущий программист 1С,,300000,RUR,Москва,2022-12-18T14:58:12+0300
Системный аналитик / проджект-менеджер,60000,140000,RUR,Тольятти,2022-12-18T14:53:09+0300
Сервисный инженер/ТОиР оборудования/Инженер - механик,68000,90400,RUR,Санкт-Петербург,2022-12-18T14:07:01+0300
Журналист,,,,Сыктывкар,2022-12-18T14:47:55+0300
Инженер слаботочных систем / Pre-sale,85000,150000,RUR,Москва,2022-12-18T14:22:44+0300
Менеджер проектов (контактный центр),95000,,RUR,Рязань,2022-12-18T14:09:40+0300
Руководитель проектов (разработки),,,,Москва,2022-12-18T14:50:45+0300
Senior / Middle Node.js разработчик (NestJS) (удаленка),,,,Москва,2022-12-18T14:11:07+0300
Менеджер проектов,40000,60000,RUR,Барнаул,2022-12-18T14:35:46+0300
Региональный директор службы сервиса,60000,,RUR,Сургут,2022-12-18T14:30:31+0300
Стажер-программист 1С (0.5 ставки),,,,Краснодар,2022-12-18T14:56:39+0300
Механик транспортной службы,40000,45000,RUR,Пермь,2022-12-18T14:36:54+0300
Сервисный инженер,60000,100000,RUR,Химки,2022-12-18T14:42:00+0300
WordPress Developer (Middle/Senior),2000,4000,USD,Алматы,2022-12-18T14:43:58+0300
Менеджер со знанием испанского языка,,,,Алматы,2022-12-18T14:57:53+0300
